	Control.A01	Control.A02	Control.A03	Control.A04	Control.A05	Control.A06	Control.A07	Control.A08	Control.A09	Control.A10	Control.A11	Control.A12	Control.A13	Control.A14	Control.A15	Control.A16	Control.A17	Control.A18	Control.A19	Control.A20	Control.A21	Control.A22	Control.A23	Control.A24	Control.A25	Control.A26	Control.A27	Control.A28	Control.C01	Control.C02	Control.C03	Control.C04	Control.C05	Control.C06	Control.C07	Control.C08	Control.C09	Control.C10	Control.C11	Control.C12	Control.C13	Control.C14	Control.C15	Control.C17	Control.C18	PsO.A01	PsO.A02	PsO.A03	PsO.A04	PsO.A05	PsO.A06	PsO.A07	PsO.A08	PsO.A09	PsO.A10	PsO.A11	PsO.A12	PsO.A13	PsO.A14	PsO.A15	PsO.A16	PsO.A17	PsO.A18	PsO.A19	PsO.A20	PsO.A21	PsO.A22	PsO.A23	PsO.A24	PsO.A25	PsO.A26	PsO.A27	PsO.A28	PsO.C03	PsO.C04	PsO.C05	PsO.C06	PsO.C07	PsO.C08	PsO.C09	PsO.C10	PsO.C11	PsO.C12	PsO.C14	PsO.C15	PsO.C16	PsO.C17	PsO.C18	PsO.C19	PsO.C20	PsO.C21	PsO.C22	PsO.C23	PsO.C24	PsO.C25	PsO.C26	PsO.C27	PsO.C28	PsO.C29	PsO.C30	PsO.C31	PsO.C32	PsO.C33	PsO.C34	PsO.C35	PsO.C36	PsO.C37	PsO.C38	PsO.C39	PsO.C40	PsO.C41	PsO.C42	PsO.C43	PsO.C44	PsO.C45	PsO.C46	PsO.C47	PsO.C48	PsO.C49	PsO.C50	PsO.C51	PsO.C52	PsO.C53	PsO.C54	PsO.C55	PsO.C56	PsO.C57	PsO.C58	PsO.C59	PsO.C60	PsO.C61	PsO.C62	PsO.C63	PsO.C64	PsO.C65	PsO.C66	PsO.C67	PsO.C68	PsO.C69	PsO.C70	PsO.C71	PsO.C72	PsO.C73
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	9.05E-05	2.09E-05	0.000327793	0.000125174	6.95E-05	8.17E-05	4.01E-05	0	5.14E-06	8.24E-05	6.38E-05	4.29E-05	4.23E-05	4.17E-05	2.99E-05	0.000133732	6.61E-05	0	0.000303598	0	9.56E-05	5.57E-05	0	0	4.68E-05	7.70E-05	1.48E-05	0	8.52E-05	9.54E-05	0.00013172	0.000762593	0.000279651	0.000754865	0.000143256	4.76E-05	2.97E-05	0.000140152	8.36E-05	0.000153947	0.000176181	3.94E-05	1.27E-05	4.36E-05	8.69E-06	0.000128547	5.59E-06	0.000232249	1.83E-05	4.32E-05	0.00031697	9.54E-06	0	5.55E-05	0.000248288	0	0.00025239	5.16E-06	7.00E-06	0	3.06E-05	0.000127451	0	1.29E-05	1.45E-05	8.76E-05	2.69E-06	0.000122262	0.000127324	3.21E-05	0.000153309	0.000111578	0.000248038	0.000439466	3.82E-05	7.86E-05	0.000183025	3.90E-05	1.38E-05	0.000120359	0.00033618	2.17E-05	0.000383763	4.08E-05	1.19E-05	6.09E-05	0	0.000468149	2.81E-05	6.45E-05	7.17E-05	0.000124134	0	0.000191258	2.81E-05	4.52E-05	1.28E-05	6.01E-05	0	0	6.90E-05	0.000653959	0.000113259	0.000416151	3.31E-05	0.000352677	2.27E-05	0.000261716	0.000202933	0	1.83E-05	3.82E-05	0.000387022	0.00019119	0.000191581	0.000263458	0.00042494	0.000263215	0.000807182	1.46E-05	5.01E-06	0.000500815	0.000282982	2.54E-05	5.26E-05	0.000438915	8.36E-05	0.000187895	0.000436819	0	0.000163174	0.00034159	0	9.75E-05	0.000144028	0	0	8.95E-05	7.22E-06	6.64E-05	3.07E-05	2.03E-05	0.00013167
PWY-6305: superpathway of putrescine biosynthesis	0.0013259	0.00157106	0.00232938	0.00140633	0.00139555	0.00116425	0.000953787	0.00228302	0.00347297	0.00194217	0.00224475	0.00111263	0.00106177	0.000648529	0.00069736	0.00143982	0.000235997	0.000713584	0.0010394	0.000275429	0.00104477	0.00120316	0.000718353	0.000486392	0.00138207	0.0010863	0.000766	0.000819659	0.000690113	0.000837116	0.000848956	0.00347619	0.00129945	0.00237172	0.00101656	0.00058971	0.000704033	0.00186012	0.000871544	0.00140662	0.00198044	0.000839312	0.000422092	0.000973424	0.000331383	0.00131989	0.0013839	0.0018594	0.000627495	0.00148075	0.00210459	0.00022717	0.00137725	0.00114931	0.00107159	0.000962659	0.00075369	0.00183158	0.00052877	0.000903637	0.000794217	0.00280743	0.000881128	0.00184705	0.00203816	0.00353625	0.00102394	0.00170842	0.00279968	0.00179877	0.00190846	0.000725833	0.00151256	0.00279207	0.000280992	0.000505189	0.00102241	0.00127601	0.00126961	0.00206701	0.00163802	0.00228862	0.00202953	0.000219747	0.00127668	0.00125497	0.000934832	0.00201342	0.000767552	0.00219262	0.0018527	0.00153045	0.000652613	0.000529917	0.000499741	0.00291075	0.00062912	0.000862577	0.00109881	0.000550556	0.00141561	0.00239261	0.000844385	0.00145308	0.00173625	0.00193777	0.00293001	0.00110022	0.00174867	0.000779976	0.00230816	0.00156946	0.00245649	0.00162766	0.00175313	0.00230941	0.00289727	0.0024597	0.00417166	0.000901169	0.00127063	0.00204171	0.00144772	0.00119477	0.000317293	0.00168378	0.00265295	0.00111945	0.00202971	0.00171903	0.00277865	0.00111995	0.000613684	0.00117981	0.0035412	0.0031086	0.000798401	0.000799917	0.000868823	0.00145035	0.00134486	0.00193293	0.00177921
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6313: serotonin degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00191561	0.00503767	0.00319391	0.00660988	0.00504381	0.00270557	0.00437045	0.00332621	0.0060992	0.00356726	0.00437435	0.00358788	0.00506225	0.0037525	0.00564078	0.00407123	0.00501383	0.00479359	0.00403082	0.00267697	0.00512568	0.00434199	0.00592299	0.00374262	0.00451104	0.00349501	0.00316597	0.00365855	0.000969842	0.00555622	0.00272756	0.00304918	0.00444899	0.00397299	0.00542212	0.00480139	0.00626931	0.00258248	0.0022963	0.00493158	0.00136482	0.00530644	0.00411349	0.00628804	0.00548054	0.00236307	0.00456183	0.00245745	0.00421733	0.00366784	0.00248618	0.00252266	0.00540069	0.00474426	0.00230938	0.00323414	0.00670231	0.00851886	0.00599736	0.00609543	0.00181587	0.00460881	0.00522959	0.00548911	0.0027334	0.00283271	0.00226465	0.00361304	0.00336136	0.00410166	0.00421689	0.00537436	0.00328189	0.00312361	0.00672191	0.00221542	0.00373376	0.00185422	0.00797191	0.00332404	0.00382147	0.00482355	0.00365568	0.00391144	0.00509436	0.00116046	0.00222645	0.00176834	0.00331578	0.00402565	0.00358906	0.00320289	0.00445874	0.00158731	0.00357718	0.00517752	0.00551795	0.00481106	0.00362442	0.00466612	0.00352054	0.0041485	0.00155462	0.00414072	0.00427568	0.0031486	0.00507478	0.00386465	0.003511	0.00527544	0.00669844	0.00403674	0.00332761	0.00345713	0.00536128	0.00146125	0.00243832	0.00389802	0.00348322	0.0024869	0.00700932	0.00441084	0.00449802	0.00283776	0.00679419	0.00256344	0.0048285	0.00367079	0.00280155	0.00567467	0.00288391	0.00550524	0.00478389	0.00450976	0.00465296	0.00403954	0.00565785	0.00602764	0.00477287	0.00651176	0.00255136	0.00310579	0.00457572
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)"	3.34E-05	8.59E-06	6.33E-05	1.24E-05	0	7.05E-05	7.63E-06	0	0	2.97E-05	1.81E-05	2.46E-06	5.97E-06	0	0	4.99E-05	0	3.98E-06	4.27E-05	0	0	8.42E-06	0	0	9.26E-06	2.93E-05	5.00E-05	0	1.96E-05	1.86E-05	6.59E-05	0.00028284	8.04E-06	0	2.08E-05	2.27E-05	7.85E-06	2.48E-05	2.78E-05	1.53E-05	1.83E-05	1.40E-05	0	9.53E-06	5.64E-06	1.28E-05	5.10E-06	6.86E-05	0	1.28E-05	2.79E-05	2.64E-06	0	1.52E-05	2.55E-05	2.63E-06	1.22E-05	3.38E-06	0	0	1.45E-05	3.65E-05	2.84E-06	0	2.54E-06	7.73E-05	3.98E-06	8.03E-06	2.55E-05	7.86E-06	3.10E-05	3.31E-05	1.90E-05	9.80E-05	1.61E-05	0	7.68E-06	1.05E-05	0	2.18E-05	7.21E-05	4.57E-06	0.000160421	4.02E-06	7.06E-06	2.54E-05	0	0.000111263	5.80E-06	1.99E-05	0	0	5.19E-06	1.53E-05	3.64E-06	6.35E-06	0	0	0	0	1.45E-05	3.99E-05	4.88E-05	2.42E-05	3.85E-06	9.20E-05	4.58E-06	0	3.23E-05	0	5.94E-06	4.94E-06	3.38E-05	4.91E-05	2.38E-05	6.93E-05	0.000137865	2.26E-05	0.000289832	0	0	0	7.57E-05	6.55E-06	1.38E-05	3.65E-05	2.70E-05	5.41E-05	0.000216034	0	3.25E-05	3.49E-05	0	2.57E-05	3.94E-05	0	0	1.41E-05	9.74E-06	2.93E-06	9.04E-06	7.52E-06	1.40E-05
PWY-6328: L-lysine degradation X	0.000195896	3.26E-06	8.80E-05	3.60E-05	2.25E-06	3.02E-05	6.56E-06	0	0	0	1.27E-05	0	2.39E-05	0	0	1.37E-05	0	0	1.73E-05	0	0	1.99E-05	0	0	5.74E-06	0	3.87E-05	0	0	1.50E-05	2.49E-05	0.00024204	7.63E-05	0	2.36E-05	2.88E-06	3.59E-06	9.36E-06	6.15E-06	1.40E-05	0	1.59E-05	0	7.37E-06	0	8.58E-06	0	4.71E-05	0	8.70E-06	0	5.59E-06	0	1.79E-05	5.59E-05	0	8.43E-06	9.77E-06	1.80E-05	0	4.75E-06	4.19E-05	0	0	4.34E-06	0.000140249	3.57E-06	9.36E-06	0.00111305	9.13E-06	3.26E-05	4.05E-05	0	0.000143511	1.26E-05	0	2.63E-05	7.29E-06	0	8.77E-06	5.72E-05	0	4.78E-05	0	0	1.38E-05	0	4.39E-05	0	5.22E-06	0	0	0	0.000177757	0	0	0	2.72E-06	0	0	1.36E-05	0.000229622	0	0.000111847	3.00E-06	7.17E-05	2.60E-06	0	4.81E-06	0	0	1.33E-05	7.21E-05	1.15E-06	4.25E-06	0	0.00030585	7.95E-06	5.60E-05	0	0	0.000248826	4.24E-05	0	1.22E-05	9.55E-05	0	2.68E-05	4.70E-05	0	0.000183194	0.000103677	0	6.70E-06	1.28E-05	0	0	0	0	5.21E-06	1.27E-05	0	0
PWY-6349: CDP-archaeol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6350: archaetidylinositol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)	0.00273508	0.00167235	0.00260026	0.00129092	0.00221531	0.00220825	0.00101276	0.000614523	0.00261593	0.0023804	0.00152439	0.000922525	0.0015541	0.000778485	0.000562735	0.00193192	0.000626855	0.000522399	0.00114071	0.000399566	0.00155415	0.000777981	0.000142142	0.000723722	0.000936696	0.00157712	0.00353667	0.000443824	0.00160022	0.000448806	0.00228288	0.00356028	0.00167767	0.00079129	0.00199771	0.00128128	0.000934032	0.00212033	0.00165174	0.00141476	0.00264929	0.000537413	0.000329483	0.000487408	0.00118357	0.00247273	0.000677167	0.00214903	0.000583026	0.00223074	0.00271835	0.00063321	0.000506413	0.000278642	0.00272862	0.000812181	0.00121321	0.000885358	0.00102877	0.000478231	0.00137313	0.00217975	0.000891839	0.000769538	0.00161754	0.00247251	0.00209381	0.00199538	0.00480164	0.00136905	0.00137701	0.000838804	0.00110793	0.00308654	0.000357693	0.000262606	0.000665554	0.00184707	0.000644708	0.000709075	0.00257987	0.00115176	0.00231594	0.000881448	0.000676331	0.000684456	0.000753535	0.00296711	0.00156631	0.0018063	0.000480302	0.00227609	0.000762892	0.00253904	0.00186976	0.00157975	9.42E-05	0.00144717	0.000893102	0.00102448	0.00115244	0.00403721	0.00148418	0.00302554	0.000774658	0.00257646	0.00142004	0.000806755	0.00317417	0.000280847	0.00144885	0.000929845	0.00219995	0.000990275	0.0018569	0.00384233	0.00352649	0.00118973	0.00392962	0.000876099	0.00116215	0.00223909	0.0018882	0.000592301	0.000909518	0.00379429	0.00194162	0.00110597	0.00268665	0.00074185	0.00319017	0.00142775	0.000413369	0.00117836	0.00192349	0.00136171	0.000326653	0.00214319	0.00100872	0.00141792	0.00143548	0.000591711	0.00126258
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0120427	0.0115893	0.00992219	0.0124514	0.0110612	0.0102751	0.0147667	0.0126276	0.0104359	0.00951718	0.0123578	0.0134356	0.0117182	0.010342	0.0179933	0.0113089	0.0163882	0.0162752	0.0158698	0.0112516	0.0124739	0.0131134	0.017207	0.0112986	0.0138726	0.010358	0.0084617	0.0112802	0.0112758	0.0174222	0.00862897	0.00398271	0.0119085	0.00779358	0.0128076	0.0142028	0.0152797	0.0112865	0.01413	0.0122039	0.00913809	0.0167422	0.0183457	0.0163771	0.0151292	0.00931038	0.0137439	0.00913009	0.0160106	0.0111696	0.00872994	0.0104665	0.0146575	0.016673	0.0102209	0.00998881	0.0151873	0.0109946	0.0134319	0.01668	0.0120236	0.00936705	0.016626	0.0139076	0.011872	0.0105796	0.0101461	0.0102526	0.00645836	0.0125669	0.0109735	0.0135541	0.0128198	0.00763084	0.0108872	0.0146303	0.0134778	0.0112996	0.0143607	0.00830069	0.0116869	0.0121009	0.00997399	0.0119381	0.0117135	0.0117928	0.0108538	0.00895244	0.0092296	0.0110275	0.0110588	0.00927227	0.0160863	0.00886358	0.0118481	0.0124915	0.0194569	0.00966137	0.0136363	0.0102468	0.0134395	0.0078186	0.0117776	0.0119688	0.0119535	0.00836532	0.0116866	0.0127936	0.00864517	0.0184699	0.0108597	0.0129695	0.0086467	0.0116179	0.0104046	0.00899177	0.00771501	0.00953498	0.00717805	0.0143337	0.00941082	0.0103999	0.0100834	0.00983383	0.0154271	0.00882624	0.0101268	0.0148738	0.0102877	0.0113156	0.00781112	0.0113275	0.0135593	0.0118013	0.0104879	0.0113728	0.0171494	0.0110786	0.011683	0.0111882	0.0114574	0.0126808	0.0108906
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0113085	0.0123579	0.00970696	0.0133533	0.0112883	0.0101345	0.0150003	0.012439	0.0112682	0.00960006	0.0123543	0.0132967	0.0118772	0.0100888	0.0185513	0.011092	0.0166599	0.0173178	0.0167609	0.0112065	0.0127302	0.0129612	0.0174645	0.011244	0.0142524	0.0100736	0.00846582	0.0106806	0.0107937	0.0182829	0.00851098	0.00373008	0.0119092	0.00760782	0.0129322	0.0144433	0.015804	0.0112615	0.0142641	0.0123551	0.00890812	0.0178226	0.0193835	0.0177611	0.0157754	0.00894234	0.0139831	0.00888765	0.0165481	0.0111956	0.00840323	0.0100967	0.0157395	0.0177511	0.0102237	0.0099977	0.0159733	0.0112529	0.0140455	0.0178808	0.0120549	0.00914908	0.0172674	0.0139887	0.011699	0.0103639	0.0102189	0.0101361	0.00605606	0.0133707	0.0112067	0.0140762	0.0131529	0.00735306	0.0110553	0.0142392	0.013748	0.0110001	0.0155001	0.00833633	0.0124136	0.0122194	0.0102386	0.0121717	0.0123673	0.0113641	0.0106965	0.00869793	0.0090954	0.0112478	0.0109987	0.00914905	0.0162216	0.00872749	0.0120415	0.012834	0.0208344	0.00998428	0.0137427	0.00988077	0.0138388	0.00767553	0.0117479	0.0118159	0.0118511	0.00795604	0.0117515	0.0128464	0.00845563	0.0199701	0.0113894	0.0136144	0.00840146	0.0116318	0.0108774	0.00890702	0.00761573	0.00919914	0.00666561	0.014334	0.0103432	0.0106274	0.00999718	0.00954858	0.0153414	0.00889028	0.0101185	0.0155548	0.0102352	0.0116568	0.00760994	0.0121562	0.0138876	0.0122791	0.0105813	0.0115055	0.0180597	0.0115447	0.0119338	0.0112601	0.0113799	0.0131077	0.0109647
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.0117131	0.0123741	0.00978265	0.0132847	0.0111747	0.0100834	0.0153887	0.0125146	0.0110454	0.00949241	0.0121617	0.0133257	0.0117871	0.010226	0.0185837	0.0111827	0.0177266	0.0174112	0.0164953	0.0113552	0.0127788	0.0129072	0.0176206	0.0112209	0.0141877	0.0100887	0.00832903	0.0113501	0.0111554	0.0181136	0.00853871	0.00377566	0.0117939	0.00762571	0.0129621	0.0142984	0.0158996	0.0112449	0.0143673	0.012673	0.00894109	0.017784	0.0195296	0.0178414	0.0156865	0.00893379	0.0138592	0.00895489	0.0163555	0.0111217	0.0084852	0.0101933	0.0155945	0.0175557	0.0101711	0.0100133	0.0158434	0.0110519	0.0139587	0.0178372	0.0120348	0.00933252	0.0173787	0.0141513	0.0117947	0.0106019	0.010048	0.0100734	0.00627079	0.0130114	0.0111257	0.014014	0.0130836	0.00738688	0.0107304	0.0142504	0.0135219	0.0110386	0.0154033	0.00837194	0.0122699	0.0121255	0.010221	0.0120137	0.0122904	0.0114218	0.0106852	0.00866921	0.00925197	0.0110319	0.0108377	0.00907716	0.0163671	0.00867941	0.0119129	0.0126098	0.0205639	0.00987791	0.0136462	0.00989993	0.0137007	0.00766638	0.0117444	0.0122244	0.0119479	0.00801701	0.0117584	0.0128709	0.00837288	0.01985	0.0112436	0.0134975	0.00834715	0.0117662	0.0106012	0.00881369	0.00755737	0.00930301	0.00689796	0.0145492	0.0100952	0.0106115	0.0102421	0.00970983	0.0156991	0.00883189	0.010269	0.0152677	0.0102305	0.0115399	0.00760339	0.0120275	0.0137521	0.0123009	0.0105402	0.0115187	0.0182176	0.011392	0.0118838	0.0112908	0.0116628	0.0129316	0.0109098
"PWY-6396: superpathway of 2,3-butanediol biosynthesis"	4.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)"	0	0.000112531	0	0	0	0	0	0.000112166	0	0	0	0	0	0	0.000127612	0	0	0	1.04E-05	0	0	0	0	0	0.000129199	0.000244625	0	0	0	4.54E-05	0	0	0	0	0	0	0.000103823	0	0	0.000143431	0	0	0	3.82E-05	0.00011745	0	0	0	0	0.000164945	0	0	0	0	0	0.000144745	8.93E-05	0	0	6.36E-05	0	0	0	0.000127527	0	0	0.00013635	0	0	0	0.000201231	0	0	0	3.82E-06	0	0	0	8.62E-05	0	9.44E-05	0	3.83E-05	0	0	0	0	0	0	0	0	0	0	0	0.000194383	0	0	0	0.000411897	0	9.12E-05	0	0	0	0	0	0	0	0	0	0	8.86E-05	0	1.31E-05	0.000122552	6.42E-05	0	0	9.70E-05	0	0	0.000189573	0	0	0	0	0	0	0	0	0	0.000172442	2.97E-05	3.70E-05	0	0	0	0	0	3.39E-05	0	0	0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0	1.39E-05	0	1.83E-05	9.34E-06	0	0	3.39E-05	1.57E-05	0	7.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.60E-05	6.24E-05	1.22E-05	4.89E-06	0.000119195	0	0	0	0.000163264	0	0	0.00016757	0	0	0	0	1.22E-05	1.18E-05	0	0	0	0	3.23E-05	0	6.98E-06	0	1.45E-05	0	0	0	0	0	8.72E-06	0	0	1.71E-05	1.18E-05	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	0	8.06E-05	0.000313905	0	1.45E-05	0	1.13E-05	3.99E-05	0	0	0	1.57E-05	1.07E-05	0	1.12E-05	0	0	5.02E-05	1.89E-05	0	0	0	0	2.08E-05	0	0	4.16E-05	0	1.62E-05	2.31E-05	0	0	1.27E-05	0	0	0	1.23E-05	0	1.61E-05	0	0	0	7.55E-05	0	4.12E-05	1.43E-05	0	0	0	0	0	0	0	0	0	0	0	3.82E-05	0	0	6.15E-05	0	9.86E-06	0	1.76E-05	0	0	1.86E-05	3.94E-05	1.03E-05	6.44E-05
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0	0	6.82E-05	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	8.04E-06	0	0	0	8.37E-06	0	0	0	0	0	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89E-05	0	0	0	3.58E-05	0	0	0	0	0	0	0	0.000124074	0	0	0	1.08E-05	0	0	1.15E-05	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33E-06	1.48E-05	0	0	0	3.63E-05	4.83E-06	0	0	0	0	0	0.000117247	0	0	0	0	0	0	0	0	0	8.83E-05	0	0	3.46E-05	0	0	1.46E-05	0	2.67E-05	0	0	0	0	0	0	7.48E-06	0	1.04E-05	0	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.00025831	0.000554566	0.000626962	0.000343297	0.00209498	1.77E-05	0.000940623	0.000374229	5.94E-05	0.000870108	0.00037804	0.00101675	0.000814032	2.72E-05	0.000302755	0.000989764	0.000895889	0.000469523	0.00021085	0.000176575	0.00084692	0.000470316	0.000216264	0.00352888	0.000668904	0.000708306	0.000340981	0.000555643	0.000173418	0.000162856	0.000432471	6.40E-06	0.000243388	0.000501792	0.00161318	0.000738689	0.00137597	0.000174274	0.000425762	0.00121778	0.000625132	0.000212689	0.000451901	0	0.000693056	0.00218664	0.000267854	8.64E-05	0.000227277	0.000847804	0.000449458	0.00061583	9.12E-05	0.000239796	0.000620159	0.0011395	0.000212962	0.00183214	0.000415091	5.43E-05	0.000322539	0.000505565	0	0.00466024	0.000476942	0	0.000992805	0.000884744	2.93E-05	0.000610784	0.000673617	0.000362904	0.000757137	5.04E-05	0.000214919	0.000677791	0.000468773	0.000699332	0.000163046	0.000178744	0.000169884	0.00102027	0.000393878	0.000788169	0.00110032	0.000510343	0.000191247	0.000132509	0.000500539	0.000944756	0.000432994	4.18E-05	0.000796088	0.000187039	0.000755964	0.00015337	0.000240529	0.000373409	0.002316	0.00061664	0.00183232	0.000265527	0.000162594	0.000634861	0.000431952	3.03E-05	4.66E-05	8.86E-05	0.000292469	0.00023511	0.000911236	0.000203227	2.24E-05	0.000279104	0.00225055	0.00071415	0	0.000626966	0.000140745	0.000601858	0.00147946	0.000457606	0.000185456	0.000259319	0.000150342	0.000348427	0.000249892	0.000492767	6.58E-05	0.00297821	0	6.92E-05	0.000705872	0.00053487	0.00110158	0.000377009	0.000194608	0.00174409	0.00186034	0.000139617	0.000982813	0.00053241	0.000607665
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	0	0	0	0	0	4.85E-05	0	0	0	0	0.000451008	0	0	0	0	0	0	0	0	0	0	0.000256083	0	0	0	0	0	0	0	6.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16E-05	0	0	0	0	0	0	0	0	0.000307654	0	0	0	0	0	0	0	0	7.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	0	0	5.73E-05	0	0.000660778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190809	0	0	0	0	0	0	0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	8.63E-06	0.000101617	0.000144201	3.45E-05	5.69E-05	0.000275286	1.05E-05	3.38E-05	0.000115842	8.14E-05	5.49E-05	0	0	0.00103078	0	0.000135392	0	8.88E-06	3.25E-05	4.09E-05	1.25E-05	8.11E-06	2.99E-05	2.44E-05	0.000175619	3.18E-05	0.000808601	9.34E-06	0.000610083	0	0.00063829	0	7.62E-05	0	0	1.18E-05	0	0.000235678	8.04E-05	0	0.000113169	0	2.43E-05	0	0	3.63E-05	0	1.95E-05	2.29E-05	0.000259494	4.19E-05	0.0001118	8.01E-05	1.59E-05	0.000115037	0.000821902	0	5.12E-05	0.000187147	0	4.21E-05	0.000103273	3.41E-05	4.61E-05	4.82E-05	0	0.00093667	0.000212732	0	0	1.96E-05	0	4.03E-05	0.000125961	0	2.43E-05	2.42E-05	7.90E-05	0	0	6.15E-06	0	5.62E-05	0	1.58E-05	0.00012193	0.000202791	0	0.000629982	3.24E-05	0.000308208	0.000420157	3.35E-05	0.000468637	6.47E-05	2.81E-05	7.76E-06	0.00061448	1.76E-05	0.000631237	1.52E-05	0.000126965	0.000167406	6.20E-05	9.04E-06	0.000120506	5.34E-05	0.00014677	8.17E-05	5.88E-05	1.04E-05	2.35E-05	1.54E-05	6.30E-06	3.87E-05	7.53E-05	0	0.000212861	6.51E-06	5.18E-05	2.64E-05	1.79E-05	3.22E-05	0.000535413	0	8.72E-06	1.57E-05	6.92E-05	0	0.000116513	0.000260869	9.62E-06	0	0	5.47E-05	6.50E-05	0	1.81E-05	0	0	7.78E-06	0	0.000136962
